"date","content","amount","type"
"14/11/2012 09:23:13","enable scalable functionalities","34414","Deposit"
"13/2/2022 08:50:49","morph magnetic infrastructures","23301","Deposit"
"09/06/2018 08:57:00","enable robust infomediaries","49706","Withdraw"
"07/07/2012 09:18:00","innovate virtual channels","95503","Deposit"
"08/10/2022 08:19:00","extend best-of-breed synergies","69639","Deposit"
"04/11/2021 09:29:00","scale viral systems","89138","Deposit"
"25/7/2015 09:45:02","disintermediate innovative communities","67871","Withdraw"
"21/11/2016 09:49:56","innovate scalable blockchains","85620","Deposit"
"09/06/2019 08:30:00","grow integrated e-business","40009","Deposit"
"26/12/2012 09:10:05","unleash robust mindshare","73902","Withdraw"
"22/11/2011 08:27:35","aggregate distributed schemas","87638","Withdraw"
"25/6/2020 08:00:39","scale magnetic schemas","75018","Withdraw"
"20/6/2015 09:29:55","cultivate clicks-and-mortar niches","50913","Deposit"
"01/10/2023 08:05:00","repurpose customized technologies","76544","Deposit"
"08/06/2022 09:28:00","drive wireless bandwidth","62025","Withdraw"
"01/02/2024 09:14:00","aggregate efficient platforms","13434","Deposit"
"03/02/2021 09:12:00","optimize wireless methodologies","86572","Deposit"
"28/7/2021 08:10:47","leverage efficient functionalities","37822","Withdraw"
"26/6/2012 09:34:02","brand virtual e-commerce","86393","Deposit"
"29/4/2020 09:52:13","transition transparent action-items","75544","Withdraw"
"22/11/2011 08:27:35","unleash ubiquitous relationships","87072","Deposit"
"19/8/2018 09:32:13","productize customized experiences","33734","Withdraw"
"08/01/2010 08:00:00","reinvent rich experiences","19948","Deposit"
"01/06/2013 09:32:00","target virtual functionalities","12566","Withdraw"
"01/04/2010 08:54:00","synthesize B2C content","77656","Withdraw"
"23/6/2016 08:55:49","incubate revolutionary architectures","78750","Withdraw"
"19/10/2016 09:28:33","visualize distributed content","42328","Deposit"
"22/1/2017 09:27:59","reinvent granular infomediaries","78007","Withdraw"
"28/8/2022 09:51:00","facilitate visionary blockchains","54906","Withdraw"
"24/7/2019 09:08:43","strategize wireless networks","63868","Deposit"
"14/3/2013 08:44:42","redefine innovative experiences","79559","Withdraw"
"04/02/2013 09:01:00","incentivize end-to-end synergies","58631","Withdraw"
"18/5/2010 08:41:00","transition bricks-and-clicks content","99471","Withdraw"
"05/05/2019 09:31:00","aggregate web-enabled platforms","85318","Deposit"
"29/4/2020 09:52:13","streamline compelling networks","32519","Deposit"
"05/11/2018 08:25:00","productize end-to-end users","11899","Deposit"
"03/12/2019 08:51:00","drive B2B platforms","40762","Deposit"
"25/6/2020 08:00:39","embrace enterprise content","23394","Withdraw"
"01/10/2015 09:50:00","grow cross-platform infrastructures","86778","Deposit"
"22/5/2014 08:15:33","morph back-end eyeballs","77562","Deposit"
"15/2/2019 09:16:16","mesh extensible networks","40256","Withdraw"
"16/11/2023 09:33:34","unleash real-time interfaces","55164","Withdraw"
"26/7/2017 08:02:24","harness innovative schemas","21004","Withdraw"
"26/10/2018 08:53:02","transform open-source mindshare","19226","Deposit"
"01/10/2015 09:50:00","benchmark compelling methodologies","54076","Deposit"
"21/6/2013 09:25:36","repurpose dot-com e-markets","32841","Deposit"
"08/07/2010 09:05:00","extend cross-media portals","75281","Deposit"
"05/05/2019 09:31:00","scale web-enabled web-readiness","85052","Deposit"
"11/08/2018 09:27:00","brand strategic deliverables","43653","Withdraw"
"09/06/2019 08:30:00","orchestrate scalable interfaces","16283","Withdraw"
"28/7/2014 09:18:58","matrix distributed architectures","67410","Withdraw"
"21/6/2013 09:25:36","benchmark world-class technologies","48155","Withdraw"
"27/2/2023 09:33:30","morph frictionless e-services","39024","Withdraw"
"07/03/2012 08:48:00","extend transparent paradigms","28854","Withdraw"
"26/10/2021 09:28:03","target rich content","84775","Withdraw"
"11/01/2019 08:35:00","whiteboard interactive e-tailers","93407","Withdraw"
"02/06/2015 08:56:00","innovate front-end blockchains","44213","Withdraw"
"18/2/2018 09:30:40","innovate synergistic users","33527","Withdraw"
"23/6/2016 08:55:49","innovate out-of-the-box relationships","81223","Withdraw"
"01/02/2024 09:14:00","redefine extensible initiatives","69944","Deposit"
"03/03/2013 09:16:00","transition frictionless paradigms","99655","Withdraw"
"31/1/2012 09:51:54","extend one-to-one relationships","22434","Deposit"
"17/2/2017 09:54:34","whiteboard out-of-the-box action-items","61385","Deposit"
"26/11/2023 08:28:32","synthesize end-to-end vortals","27349","Deposit"
"01/06/2019 09:44:00","aggregate next-generation ROI","86532","Withdraw"
"11/01/2019 08:35:00","disintermediate sexy experiences","47879","Deposit"
"25/10/2018 09:21:58","extend strategic deliverables","56489","Deposit"
"17/2/2017 09:54:34","unleash back-end convergence","52471","Withdraw"
"28/8/2011 08:39:51","facilitate leading-edge portals","79194","Deposit"
"18/4/2017 09:08:46","matrix revolutionary action-items","74225","Deposit"
"14/9/2018 09:55:55","embrace integrated bandwidth","86267","Withdraw"
"04/11/2021 09:29:00","evolve interactive e-tailers","51418","Withdraw"
"19/9/2016 08:50:18","revolutionize holistic initiatives","44737","Deposit"
"21/5/2016 09:25:50","brand scalable initiatives","57930","Deposit"
"11/01/2019 08:35:00","implement strategic relationships","32408","Deposit"
"14/11/2012 09:23:13","orchestrate dynamic paradigms","65248","Withdraw"
"18/5/2015 09:20:42","exploit bleeding-edge web services","35443","Deposit"
"13/6/2023 09:56:37","seize frictionless technologies","95800","Deposit"
"01/02/2010 08:47:00","extend distributed portals","30039","Withdraw"
"26/10/2022 09:34:56","grow wireless bandwidth","96715","Deposit"
"29/10/2013 09:03:16","embrace back-end solutions","76924","Deposit"
"02/06/2013 09:23:00","reintermediate transparent functionalities","53902","Deposit"
"06/07/2017 08:16:00","transition granular metrics","64785","Withdraw"
"11/01/2019 08:35:00","engineer global web-readiness","32568","Withdraw"
"21/5/2016 09:25:50","mesh sticky markets","37966","Withdraw"
"01/02/2010 08:47:00","target transparent vortals","78996","Deposit"
"18/5/2010 08:41:00","incentivize e-business systems","57374","Deposit"
"18/2/2011 08:50:18","orchestrate plug-and-play networks","71517","Withdraw"
"22/7/2022 08:35:52","matrix scalable experiences","19475","Withdraw"
"18/10/2011 09:47:50","enhance viral channels","91925","Deposit"
"24/10/2019 08:09:43","grow interactive metrics","79624","Deposit"
"11/07/2011 08:49:00","synthesize e-business infrastructures","80344","Deposit"
"28/7/2014 09:00:08","transform e-business mindshare","82148","Deposit"
"14/11/2012 09:23:13","reintermediate open-source initiatives","64308","Deposit"
"08/08/2019 09:02:00","cultivate clicks-and-mortar users","90679","Deposit"
"09/06/2019 08:30:00","incentivize interactive metrics","66494","Withdraw"
"26/9/2017 08:13:57","envisioneer wireless e-commerce","70848","Withdraw"
"15/2/2018 09:47:50","transform mission-critical functionalities","72193","Deposit"
"24/1/2017 09:19:34","deliver out-of-the-box ROI","52666","Deposit"
"11/06/2017 08:03:00","leverage cutting-edge synergies","88801","Deposit"
"16/1/2022 08:51:14","transform integrated vortals","69756","Withdraw"
"15/7/2011 08:31:18","scale value-added initiatives","83058","Withdraw"
"10/07/2022 09:04:00","extend magnetic experiences","70098","Deposit"
"01/09/2016 08:24:00","mesh frictionless architectures","99926","Withdraw"
"26/8/2022 08:22:01","matrix e-business users","17218","Withdraw"
"01/08/2015 09:52:00","recontextualize web-enabled ROI","41582","Deposit"
"30/8/2018 09:39:41","seize web-enabled synergies","95824","Withdraw"
"09/06/2019 08:30:00","e-enable e-business web-readiness","46438","Withdraw"
"15/11/2018 08:48:42","empower next-generation metrics","17200","Withdraw"
"22/8/2011 09:44:00","transition world-class infrastructures","21372","Deposit"
"20/4/2023 08:22:36","reinvent visionary mindshare","13002","Deposit"
"10/04/2020 08:38:00","enable visionary paradigms","18603","Withdraw"
"16/8/2011 08:59:00","facilitate sticky infomediaries","54839","Deposit"
"25/2/2023 08:56:02","strategize open-source portals","53473","Deposit"
"06/08/2015 09:22:00","reintermediate clicks-and-mortar technologies","31122","Withdraw"
"06/10/2024 08:08:00","drive granular deliverables","11946","Deposit"
"30/8/2018 09:39:41","incentivize efficient relationships","92247","Withdraw"
"17/2/2017 09:54:34","mesh user-centric blockchains","49357","Withdraw"
"19/8/2023 09:46:19","unleash back-end partnerships","23249","Withdraw"
"22/10/2020 08:55:54","maximize one-to-one systems","33218","Withdraw"
"24/10/2021 08:41:46","empower collaborative schemas","87534","Deposit"
"14/11/2012 09:23:13","revolutionize dot-com vortals","57567","Withdraw"
"04/10/2022 08:15:00","synergize leading-edge schemas","66023","Withdraw"
"27/4/2024 08:28:54","aggregate out-of-the-box networks","83644","Withdraw"
"22/10/2020 08:55:54","productize B2B e-services","93216","Withdraw"
"25/7/2015 09:45:02","aggregate compelling interfaces","21773","Deposit"
"03/10/2024 09:33:00","implement B2B schemas","36142","Withdraw"
"06/05/2014 09:48:00","utilize dynamic initiatives","47366","Withdraw"
"04/02/2013 09:01:00","enable killer e-tailers","95962","Withdraw"
"06/04/2018 09:34:00","disintermediate integrated paradigms","68084","Withdraw"
"30/7/2019 08:42:51","cultivate granular technologies","93664","Deposit"
"08/03/2019 08:13:00","target revolutionary web services","50072","Deposit"
"15/11/2018 08:48:42","iterate value-added architectures","17536","Withdraw"
"11/06/2017 08:03:00","brand world-class e-business","69139","Deposit"
"19/5/2017 09:16:48","cultivate sexy synergies","11977","Withdraw"
"07/03/2010 09:50:00","enhance proactive markets","58766","Deposit"
"18/2/2011 08:50:18","iterate innovative schemas","22338","Withdraw"
"06/07/2020 09:33:00","deploy virtual schemas","28224","Deposit"
"28/4/2018 09:23:25","generate clicks-and-mortar action-items","24265","Deposit"
"11/07/2011 08:49:00","syndicate wireless technologies","10813","Deposit"
"18/4/2017 09:08:46","engage cutting-edge architectures","32545","Withdraw"
"12/10/2012 08:32:00","synergize strategic e-services","84772","Deposit"
"13/2/2022 08:50:49","unleash 24/365 relationships","78117","Withdraw"
"17/3/2013 08:51:41","synergize ubiquitous interfaces","13011","Withdraw"
"13/8/2023 08:54:15","engineer proactive technologies","84254","Withdraw"
"21/7/2021 08:26:50","visualize bleeding-edge systems","47784","Deposit"
"07/12/2016 08:00:00","extend efficient infrastructures","94334","Withdraw"
"04/12/2014 08:15:00","implement magnetic partnerships","71670","Deposit"
"24/10/2021 08:41:46","mesh extensible metrics","77950","Deposit"
"28/2/2014 09:52:56","seize visionary convergence","21082","Deposit"
"19/8/2023 09:46:19","monetize integrated architectures","65809","Withdraw"
"06/09/2012 09:27:00","brand bricks-and-clicks web-readiness","36686","Deposit"
"21/1/2011 09:10:21","unleash ubiquitous content","35868","Deposit"
"28/8/2011 08:39:51","architect innovative vortals","40100","Withdraw"
"17/2/2017 09:54:34","recontextualize mission-critical markets","64346","Deposit"
"26/12/2012 09:10:05","drive B2B blockchains","82180","Deposit"
"24/10/2021 08:41:46","transform bricks-and-clicks bandwidth","84785","Deposit"
"07/09/2017 08:15:00","grow leading-edge channels","36748","Withdraw"
"21/11/2016 09:49:56","visualize leading-edge e-services","92846","Withdraw"
"18/12/2019 09:08:53","transition intuitive ROI","90703","Withdraw"
"30/3/2011 09:18:39","optimize seamless web services","27453","Deposit"
"14/9/2018 09:55:55","syndicate frictionless deliverables","68124","Withdraw"
"01/06/2013 09:32:00","incubate 24/7 web-readiness","22876","Withdraw"
"27/6/2013 08:37:04","harness open-source supply-chains","38941","Withdraw"
"26/10/2022 09:34:56","productize robust niches","35812","Deposit"
"19/10/2013 08:29:10","engage holistic convergence","21861","Deposit"
"24/10/2019 08:09:43","productize rich technologies","53200","Deposit"
"12/01/2016 09:31:00","target killer e-tailers","51202","Deposit"
"15/8/2012 09:08:20","optimize out-of-the-box portals","37579","Deposit"
"09/10/2021 09:46:00","empower sexy vortals","31351","Withdraw"
"15/2/2018 09:47:50","visualize 24/365 infomediaries","75462","Withdraw"
"07/09/2020 08:37:00","disintermediate bleeding-edge e-markets","26481","Withdraw"
"16/1/2022 08:51:14","revolutionize seamless initiatives","66868","Withdraw"
"27/11/2021 08:58:42","target sticky channels","63551","Deposit"
"22/11/2011 08:27:35","reinvent bleeding-edge infomediaries","51108","Withdraw"
"26/9/2017 08:13:57","visualize impactful convergence","21182","Withdraw"
"29/4/2020 09:52:13","productize open-source e-markets","37020","Withdraw"
"10/10/2019 08:00:00","target rich architectures","15616","Deposit"
"19/9/2016 08:50:18","syndicate B2B synergies","85201","Deposit"
"05/05/2019 09:31:00","benchmark sexy initiatives","10258","Withdraw"
"26/10/2022 09:34:56","extend sexy platforms","44847","Deposit"
"16/7/2016 09:32:26","exploit transparent initiatives","55577","Deposit"
"02/10/2014 08:56:00","streamline plug-and-play blockchains","14402","Deposit"
"15/8/2012 09:08:20","matrix frictionless architectures","63284","Withdraw"
"21/7/2021 08:26:50","extend sticky infomediaries","79914","Deposit"
"16/8/2011 08:59:00","productize compelling applications","84357","Deposit"
"11/03/2021 09:09:00","facilitate dot-com users","66242","Deposit"
"01/03/2012 08:58:00","deliver next-generation platforms","49538","Deposit"
"26/10/2021 09:55:11","brand mission-critical architectures","22721","Withdraw"
"09/07/2016 09:30:00","visualize granular metrics","41666","Withdraw"
"24/8/2022 09:38:09","visualize one-to-one infomediaries","66173","Deposit"
"03/06/2021 09:35:00","monetize B2B content","88146","Deposit"
"06/07/2017 08:16:00","envisioneer proactive communities","66250","Deposit"
"08/10/2015 09:16:00","generate distributed e-business","20441","Withdraw"
"27/8/2021 08:27:13","orchestrate back-end schemas","98361","Deposit"
"11/03/2021 09:09:00","architect collaborative infomediaries","72309","Deposit"
"09/04/2021 08:17:00","facilitate bricks-and-clicks relationships","61682","Deposit"
"27/4/2024 08:28:54","leverage holistic eyeballs","61287","Withdraw"
"26/6/2012 09:34:02","drive best-of-breed relationships","73377","Deposit"
"11/06/2017 08:03:00","monetize synergistic synergies","84440","Deposit"
"28/2/2014 09:52:56","recontextualize wireless action-items","29043","Deposit"
"09/06/2018 08:57:00","incentivize robust infomediaries","53261","Deposit"
"20/6/2015 09:29:55","e-enable cutting-edge blockchains","39339","Withdraw"
"26/10/2018 08:53:02","innovate bricks-and-clicks models","55918","Withdraw"
"28/8/2022 09:51:00","mesh bleeding-edge action-items","44064","Withdraw"
"24/4/2019 08:30:01","e-enable dot-com e-business","66671","Withdraw"
"06/08/2018 08:30:00","innovate value-added markets","23398","Deposit"
"09/03/2021 09:19:00","productize dynamic architectures","71009","Withdraw"
"30/7/2017 08:23:41","scale magnetic users","83870","Deposit"
"15/2/2019 09:16:16","optimize collaborative vortals","25208","Deposit"
"19/10/2013 08:29:10","harness extensible e-tailers","59892","Withdraw"
"07/12/2016 08:00:00","matrix extensible niches","37603","Withdraw"
"26/10/2021 09:28:03","harness sticky bandwidth","10617","Withdraw"
"04/12/2014 09:35:00","facilitate interactive blockchains","79058","Withdraw"
